All Pitchers Year to Date MLB True Talent Categories,,,,,,,,,,,,,,,,,
Avail,Player,INN,GS,BFP,PC,W,S,K,BB,H,HR,ER,ERA,WHIP,Kd9,BBd9,Rank
W ,Kevin Matthews SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Richard Castillo RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Darin Gorski SP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jeff Hoffman RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryne Slack RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kyle Lloyd SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Foster Griffin SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Heath Hembree RP | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luis Gil SP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Kohn RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brett Oberholtzer RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kyle McMyne P | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,JD Hammer RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Eduard Bazardo SP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake Thompson RP | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Omak Wrong Players,Richard Rodriguez RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Craig Brooks RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Austin Wood SP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kyle Martin RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jack Anderson RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,A.J. Cole RP | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adam Lau RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Garrett Williams RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Weber RP | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Corbin Martin SP | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kyle Regnault RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ian Clarkin SP | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Aaron West RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jeremy Bleich RP | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Gerson Bautista RP | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Anthony Bass RP | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Hector Neris RP | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kevin Lenik RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Wes Parsons RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Xavier Cedeno RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kyle Crick RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sonny Gray SP | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jeremy Rhoades RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Austin Pettibone RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Union State Connectors,Jacob deGrom SP | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sean Isaac P | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,David Gerber RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Fernando Perez RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brandon Alger P | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adonis Rosa RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Austin DeCarr P | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Logan Gilbert SP | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zach McAllister RP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jonathan Dziedzic SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Kelly SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Trevor Clifton SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Lucas Giolito SP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Cackleberry Czars,Kyle Hendricks SP | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Droitwich Murdercocks,Jhoulys Chacin SP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Anyelo Gomez RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Hall RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kevin McCarthy RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jordan Foley RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jeffry Antigua RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Union State Connectors,Cole Hamels SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brandon Brennan SP | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cal Quantrill SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Patrick Weigel SP | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kevin Jepsen RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kyle Ryan RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Conner Greene SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Hunter Wood RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nick Pasquale RP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dan Winkler RP | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Albert Abreu SP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Enyel De Los Santos RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brian Flynn RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,CC Sabathia SP | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brock Dykxhoorn RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Spurlin P | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Logan Webb SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Josh Smoker RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Clarke Schmidt SP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Seth Simmons RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Omak Wrong Players,Brad Peacock RP | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mitch Keller SP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ian McKinney RP | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bobby Bundy SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ben Heller RP | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Josh Tomlin RP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jim Fuller RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Will Morris RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake Buchanan RP | OAK ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zac Rosscup RP | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Ledbetter RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Geoff Hartlieb RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ricky Knapp RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Duane Underwood SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Wander Suero RP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Springer International,Jake Arrieta SP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dustin May SP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Anthony Castro P | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,J.J. Hoover RP | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Lollis RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,David Paulino RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Genesis Cabrera SP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Webb RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cole Ragans SP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adam Lopez P | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Justin Grimm RP | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Greg Holland RP | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bud Norris RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zach Britton RP | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,John Gorman RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Spencer Turnbull SP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sam Freeman RP | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adrian Houser RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
The Midnight Sillies,Hector Rondon RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Johnny and the Rockers,Adam Ottavino RP | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Phil Pfeifer RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Eric Stout RP | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nick Routt RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Shane McClanahan SP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adam Loewen RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Miguel Sanchez RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,James Russell RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brian Schlitter RP | OAK ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Logan Lombana P | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Drew Anderson RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,A.J. Griffin SP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kevin Mahala RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tommy Eveld RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chase Johnson-Mullins P | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andres Machado RP | KC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Walk-In Closets,Jon Lester SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Bollinger RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Randall Delgado RP | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Pat Venditte RP | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,John Lujan RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jordan Jankowski RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Will Carter RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Justin Maese SP | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Grant Dayton RP | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Screaming Prairie Camels,Forrest Whitley SP | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Daniel McGrath P | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ismael Guillon SP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kyle Haynes SP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jon Perrin SP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Beede SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jeremy Kehrt SP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Phil Hughes RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Terance Marin P | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brandon Waddell SP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Justin De Fratus RP | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Logan Taylor RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Drew Smyly SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luis Mateo SP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chad Bell RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Beckman RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Austin Warner RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
12oz Darlings,James Paxton SP | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ernesto Frieri RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Pineda SP | MIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jorge Marban P | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
The Midnight Sillies,Brad Hand RP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Johnny and the Rockers,Craig Kimbrel RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mitchell White SP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Smith RP | DET ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Williams Perez SP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jason Adam RP | KC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Thomas Szapucki SP | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brandon Woodruff RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
The Midnight Sillies,Sean Manaea SP | OAK ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Williams SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Walk-In Closets,Corey Knebel RP | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Keone Kela RP | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Williams Ramirez RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zach Nuding SP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cory Mazzoni RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mike Franco RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michel Baez SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Colton Murray RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Pablo Lopez SP | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Shelby Miller SP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Lupe Chavez SP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
DickCards,Brad Boxberger RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Zion Iron Lions,Joey Lucchesi SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dylan Lee RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Victor Payano SP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ronald Pena P | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Caleb Dirks RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Drew Hutchison RP | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Hisashi Iwakuma SP | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brett Kennedy SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alex Wimmers RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,James Bourque P | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Screaming Prairie Camels,Raisel Iglesias RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Pierce Johnson RP | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jesus Sanchez SP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Springer International,Tyler Anderson SP | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Johnson P | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose De Leon RP | TB ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Foster RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Miguel Romero RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brandon Kintzler RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cody Anderson RP | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tommy Milone SP | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Peter Birdwell P | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Manny Barreda P | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sean Keselica RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luke Farrell RP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jordan Stephens SP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Framber Valdez SP | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Willy Paredes SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jordan Montgomery SP | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Colin Rea SP | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Walk-In Closets,Seranthony Dominguez RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Carson Smith RP | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Carson Sands SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Keaton Steele RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Gerson Moreno RP | DET ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adrian Morejon SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Travis Bergen P | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Flores RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kacy Clemens P | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Braulio Lara SP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luis Rijo SP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nick Burdi RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Spencer Adams SP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,R.C. Orlan P | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Yoanys Quiala RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Droitwich Murdercocks,Carlos Carrasco SP | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Miguel Gonzalez SP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Evan Phillips RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,James Dykstra RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Torres RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Julio Eusebio RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Jensen RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sam McWilliams P | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andrew Albers SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ranger Suarez SP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Gabe Speier RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
University of Woolloomooloo Philosophy Department,Sergio Romo RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alex Meyer SP | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Juan Gonzalez RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bobby Poyner RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Lucas Long RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Belisle RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,John Brebbia RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bryan Garcia RP | DET ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler DeLoach SP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mark Leiter RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mike Mayers RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dixon Llorens P | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Keynan Middleton RP | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nolan Blackwood RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jason Groome SP | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake Reed RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ivan Maldonado RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Louis Coleman RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Christian Binford SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake Jewell RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Paco Rodriguez RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adam Morgan RP | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Juan Benitez SP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kyle McGrath RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Troy Scribner SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jairo Solis SP | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nick Additon SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cole Johnson RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Ramsey RP | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Mader P | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Higgins RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Anthony Vasquez SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ben Lively SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Keegan Yuhl RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Carlos Pimentel SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
